category,label,text
Home_and_Kitchen_5,1,Just as expected! Looks great and has the design to make it a nice place for the baby to
Home_and_Kitchen_5,1,"Awful experience, everything stuck, cooked evenly. The only problem is that it's not really a"
Home_and_Kitchen_5,1,Does a great job of keeping the suction on. I also love that it doesn't slide.
Home_and_Kitchen_5,1,Save $ on these instead of the original shipping box. I will keep my money!Very pretty.
Home_and_Kitchen_5,1,"These towels are real nice, and I love the feel of them.  They have a nice feel"
Home_and_Kitchen_5,1,"Works great, easy to clean, and easy to clean. I will be purchasing more!Very pretty"
Home_and_Kitchen_5,1,"Alright for the price,but was a little disappointed with the quality of the product."
Home_and_Kitchen_5,1,"Great quality, beautiful color.  We have had the same one for a few months now and love"
Home_and_Kitchen_5,1,I put paper in one corner of the cabinet and put a piece of paper in the other corner.
Home_and_Kitchen_5,1,Great stickers but a little small. The only reason I gave it 4 stars is because the one in
Home_and_Kitchen_5,1,Great quality and the fabric looks great.  It is thick enough to hold a small amount of coffee
Home_and_Kitchen_5,1,Perfect. They do exactly what I need them to do. I will keep them for a long time
Home_and_Kitchen_5,1,Love this movie & the time it took to finish. I will keep my review for the next time
Home_and_Kitchen_5,1,"Will not seal properly. Atrocious little ones, they feel like they will break if you throw"
Home_and_Kitchen_5,1,Got these for the third time.  I have a small dog and my son loves to throw them
Home_and_Kitchen_5,1,Excellent product and a much better quality than the one you get at Walmart for $50.
Home_and_Kitchen_5,1,"Really ruff under your feet, it feels very sturdy. I will keep my feet in the chair"
Home_and_Kitchen_5,1,Order to place special photos on the wall.  We've had it for a couple of weeks and
Home_and_Kitchen_5,1,"I like it, just wish it had more wide opening. I also love that it's been made"
Home_and_Kitchen_5,1,I love pyrex quality and this set is the best. I will be purchasing more in the future
Home_and_Kitchen_5,1,"Perfect for additional storage and convenience. The only problem is that it's not really a vacuum, but"
Home_and_Kitchen_5,1,These smell great! I'm pretty happy with the quality and quality of this product!This is a
Home_and_Kitchen_5,1,The turquoise is almost neon. It's a very bright pink.
Home_and_Kitchen_5,1,"Easy to hold, and the material is nice and thick. I will keep my shelves in order and"
Home_and_Kitchen_5,1,"Works great for chocolate, yogurt, or any other fruit. I also love that it's removable and"
Home_and_Kitchen_5,1,Love it. I think I will buy more.Very nice set of knives!  I have one
Home_and_Kitchen_5,1,Nice small ottoman that does what it should.  Not too big or too small. 
Home_and_Kitchen_5,1,they look great in my kitchen. The only problem is that it's kind of hard to put the
Home_and_Kitchen_5,1,Bought this as a Father's Day gift and it's just what I needed!  I love
Home_and_Kitchen_5,1,"Great for winter months, very soft and comfortable.  I've slept on this for about a week"
Home_and_Kitchen_5,1,Nice soft sheets but I find it difficult to put them on a bed that is too warm and doesn
Home_and_Kitchen_5,1,"This is a beautifully made, sturdy, and very comfortable chair.  It is very comfortable and functional"
Home_and_Kitchen_5,1,Need to buy two to go with the wide wooden legs of the bedding. I have one in
Home_and_Kitchen_5,1,Very nice and sturdy. I use it as a long-term storage container for my small bags of
Home_and_Kitchen_5,1,"Just as good as original-type containers, the wooden handle is smooth and solid, the handle fits"
Home_and_Kitchen_5,1,"Excellent, the grill looks very nice. The only problem is that it's not really a vacuum,"
Home_and_Kitchen_5,1,"Nice large, sturdy canvas tote, and it's lightweight and comfortable."
Home_and_Kitchen_5,1,Good quality and good price. I love the look and feel of this pillow.
Home_and_Kitchen_5,1,"I ordered the light blue, and it arrived with a very small opening.  The yellow was just"
Home_and_Kitchen_5,1,Purchased as a gift!  We have had this one for two months now and it's
Home_and_Kitchen_5,1,Very good price for product!I have had this for a few months now and have used it every
Home_and_Kitchen_5,1,"Gets all the shampoo &/or conditioner you want, and I will keep my shower in"
Home_and_Kitchen_5,1,This is a mini-chair! Not a real chair. It is a full chair that is comfortable
Home_and_Kitchen_5,1,Happy with my purchase.  We have had the same mattress for a few months now and this one
Home_and_Kitchen_5,1,Works great to keep light on. The only problem is that it's kind of hard to put the
Home_and_Kitchen_5,1,"Bought for son in college, and he loves it!Very good quality."
Home_and_Kitchen_5,1,"Terrible, complete waste of money. Not a whole lot to say."
Home_and_Kitchen_5,1,It looks very nice in my bedroom and the materials are good.  I have a large one and
Home_and_Kitchen_5,1,Easy to put together and looks nice and the finish is good.  I have a large one and
Home_and_Kitchen_5,1,Just what I expected!!! Made a real difference in the quality of my kitchen!This is a pretty
Home_and_Kitchen_5,1,"I'm so glad I got this set, as it is a great deal for the price! "
Home_and_Kitchen_5,1,"Do the job, are adorable, and have the quality to make them a nice addition to the kitchen"
Home_and_Kitchen_5,1,Too much work.  This is an easy way to make a smoothie that is perfect for the
Home_and_Kitchen_5,1,Just okay. Did not fit my containers well. We love this blanket.
Home_and_Kitchen_5,1,"As far as little plastic, it's fine, but I'm not sure how well it will hold"
Home_and_Kitchen_5,1,"So nice, was a gift for a friend. We love this blanket."
Home_and_Kitchen_5,1,Skinnier than I thought. But it has the quality and design of a lot of other products
Home_and_Kitchen_5,1,Very quick shipping and excellent customer service.  Great value for the money!This is a great little
Home_and_Kitchen_5,1,"Works great, this design makes it easy to hang and it is a nice size for the size of"
Home_and_Kitchen_5,1,Perfect! Works in your oven and has the right height. I also love that it's removable and
Home_and_Kitchen_5,1,"Service was great, can't wait to try it out!Very good quality."
Home_and_Kitchen_5,1,"Easy to use. Pie edges are a little thin, but I will keep that in mind when making"
Home_and_Kitchen_5,0,i was burning with a charcoal and sage guess it got to hot and bottom rim came off other then that i love it
Home_and_Kitchen_5,0,My little guy doesn't have to feel scared any more! He feels comfortable when he sprays this! Easy to refill with choice air freshener!
Home_and_Kitchen_5,0,Super fast shipping.  This is a nice pan which seems to be holding up very well.  I will order more of these.
Home_and_Kitchen_5,0,"Price is reasonable not the cheapest but these are sure to work well. Nice and easy to open and close, good quality material too."
Home_and_Kitchen_5,0,"Love these pillows! What a great value for two. Every bed should have these. By the way, Bed, Bath and Beyond sells covers for these."
Home_and_Kitchen_5,0,best rice cooker ever. simple to use like 4 button simple. can make rice that stays fresh for a while with a keep warm feature.
Home_and_Kitchen_5,0,"Clients love these sheets. They feel ""high end"". Holding up well with frequent washing. No staining. Buy these if you like to spoil your clients!"
Home_and_Kitchen_5,0,I use this all the time!  Only improvement would be to reverse the locking mechanism.  Pull out to unlock (that is my preference).
Home_and_Kitchen_5,0,i saw these used on a recent cruise.  they were a must have.  will try them out at the pool on windy days.
Home_and_Kitchen_5,0,With the price I was really hoping this would work for drying shoes but the straps are not long enough to fit my dryer door.
Home_and_Kitchen_5,0,Bought this sofa for my class c motorhome.  IT was easy to assemble and it it quite comfortable.  The price was very competetive.
Home_and_Kitchen_5,0,"Got this as a gift for our daughter, it is light weight and very sturdy.  The creamy yellow looks nice in the utensil canister."
Home_and_Kitchen_5,0,Bought this for my round dining room table for Christmas....just opened and was very pleased with the quality.  Thinking about buying a second one.
Home_and_Kitchen_5,0,Have had the Bella 13964 for just over a month and have used it 3 times. Very happy with the results. Love the purple color!
Home_and_Kitchen_5,0,Have this by my stove and it's adorable.  Easy to change the candle  Just a fun little thing.  Glad I bought it.
Home_and_Kitchen_5,0,"The metal logo gets really hot as you drink some hot beverages using this cup. You need to be careful. Otherwise, I love the cup."
Home_and_Kitchen_5,0,Finally found a can opener that opens cans simply and easy. What more can I say except that it's well made and sturdy? Nuff said.
Home_and_Kitchen_5,0,Bed frame has easy to understand directions and is quick to assemble. Works great and fits twin mattress perfectly. Plenty of room underneath for storage.
Home_and_Kitchen_5,0,These were a bit disappointing.  I was expecting a heavy poster paper and these were on regular colored printer paper.  I returned them.
Home_and_Kitchen_5,0,Well it is a can opener and it opens cans.  What more can you ask of a CAN OPENER.  It is very attractive.
Home_and_Kitchen_5,0,These are well made and reasonably priced.  I will be buying more.  I washed themand they came out of the dryerin great shape.
Home_and_Kitchen_5,0,"So far so good, I like the fact that the bottom is waterproof, my old dispenser was ruined because it was not and batteries rusted"
Home_and_Kitchen_5,0,Love my silicone lids!!  They keep food hot and are indestructible!  Have given as gifts to several people and they all love them.
Home_and_Kitchen_5,0,"These are actually great to make small desserts in! not just for candles! Can do personal pies, personal cookies, personal dips in."
Home_and_Kitchen_5,0,Bag arrived promptly and is as described.  Great that it can be kept in the freezer.  It's roomy and perfect for my needs.
Home_and_Kitchen_5,0,This item came very quickly easy to follow up or to let out very soft to the touch and comfortable for your head loving it
Home_and_Kitchen_5,0,"very heavy and does keep food warm. it enough room for 4 full size pans not 5, when you need to place sternos in bottom"
Home_and_Kitchen_5,0,These are great to keep in your purse or car or backpack so that you're never without a bag. They're sturdy and a good size.
Home_and_Kitchen_5,0,The nonstick part works fine. But the bottom of the pan is not flat and therefore does not sit evenly on my ceramic top stove.
Home_and_Kitchen_5,0,"Does the job, I unhooked them for cooking and they helped me make the best biscuits I ever produced.  Good price, shipped quick, A+."
Home_and_Kitchen_5,0,"It's beautiful! Well constructed . The picture doesn't do it justice. If you work at it, you could fit a queen size pillow in it."
Home_and_Kitchen_5,0,Not too thin and not too thick.  Perfect for where I live in South Florida.  Washed up great and soft to the touch.
Home_and_Kitchen_5,0,I received this product with an expiration date for last April. Didn't work well. The yeast didn't activate. I am very disappointed with this product.
Home_and_Kitchen_5,0,What a gorgeous rug! Looks beautiful under my small round dining room table.  A great value for the price. Very plush and expensive looking.
Home_and_Kitchen_5,0,my wife's been looking everywhere for this item. Should have known to trust Amazon from the start. She likes them and I liked the price
Home_and_Kitchen_5,0,"Bought it in black - amazing device with great sound quality, but a little cheap looking. The buttons on top look like very cheap plastic."
Home_and_Kitchen_5,0,"Great way to recycle old throw pillows, the dog theme is cool and colorful, the price was great for a linen cover, I would recommend"
Home_and_Kitchen_5,0,Very nice. Good quality for the price. Look forward to giving as a wedding gift & feel certain new bride & groom will like it.
Home_and_Kitchen_5,0,This thing is ridiculously comfortable - a definite no-brainer purchase if you want some added comfort in the kitchen (or anywhere else for the matter).
Home_and_Kitchen_5,0,Just what I was looking for. Got these for mini desserts just like at the restaurant Seasons 52. I think they are actually the same ones.
Home_and_Kitchen_5,0,Got several sets of these through Amazon and they're all great.  I've dropped em in the sink a bunch and they haven't chipped or shattered.
Home_and_Kitchen_5,0,I can't push on it hard enough to get it to dispense the salt. My husband can use it well enough. Am sorry I bought it
Home_and_Kitchen_5,0,"High Quality. Works well on herbs. Nice cover for safety. Good for buying for self. Comes in very minimal packaging, would not give as a gift."
Home_and_Kitchen_5,0,Use a lower heat setting and let the aluminum heat up while moving it around over the heat source in order to cook your waffle evenly.
Home_and_Kitchen_5,0,"Duller coloring than picture on here, as everyone else says. But that was what I planned on and it's soooo cute. I get tons of compliments."
Home_and_Kitchen_5,0,"Really thought this candle would be much larger, but it's lasted quite a long time considering how small it is. Obsessed with the way it smells."
Home_and_Kitchen_5,0,"They bent every time we tried to drive them in, not strong enough to hold. For many of the shutters we had to use screws instead."
Home_and_Kitchen_5,0,Hard to find smaller food quality glasses. This my second set.  I mixed them with the fleur de lis design.  Perfect size cocktail glass.
Home_and_Kitchen_5,0,Loved this have used it to make a ham and a turkey breast so far. Works great has easy controls and is super easy to use
Home_and_Kitchen_5,0,These shelves are great there's so many different things you can do with them  Great price too.  Shelves are hard to find these days
Home_and_Kitchen_5,0,It's hard to describe the feeling I get every time i use this thing.  Make Salsa and guacamole with your favorite veggies in mere seconds.
Home_and_Kitchen_5,0,I love this.  The salt and the pepper both stay nice and dry.  It is easy to move around and everyone looks at it.
Home_and_Kitchen_5,0,"Lovely tea kettle. Used to have stop top variety, but when I purchased new smooth stove decided to try this. Works great. Love the red color."
Home_and_Kitchen_5,0,"I like the ergonomic curves of the ""tractor"" style seat. The chair is light, and not heavy duty, but it's comfortable enough and rolls around nicely."
Home_and_Kitchen_5,0,It fits my average-female-size hand well and serves as a favorite general cooking/prepping tool.  It keeps its' edge well.  Perhaps a bit over priced?
Home_and_Kitchen_5,0,These are just okay. They will not work to cool your room temperature or warm drink but work to keep it cool for hour or so.
Home_and_Kitchen_5,0,"I am loving this!!  It's the perfect size... big enough for any dish!  Nothing sticks, it heats quickly, and the two handles are great!!"
Home_and_Kitchen_5,0,I love this coat rack. It fits perfectly in the corner of my foyer and is sturdy! It was simple to assemble and looks stylish too.
Home_and_Kitchen_5,0,I turned the dining room into my sons bedroom and to give him a little privacy i bought some burlap and this curtain rod works perfectly.
Home_and_Kitchen_5,0,I received the canning jars in good shape.  They were well packaged with a lot of bubble wrap on the case.  No broken glass.
Home_and_Kitchen_5,0,"They get the job done. Nice bright color. Be sure to pay attention to the dimensions. Much smaller than I expected, but that was my fault."
Home_and_Kitchen_5,0,big improvement over my  kids old lunchbox. I use all sorts of different containers for his lunch and they all fit with room to spare..
Home_and_Kitchen_5,0,Suburb quality.  Fits in my Instant Pot Duo 6 quart pressure cooker.  Use it for many different things besides baking.  Cleans up effortlessly.
Home_and_Kitchen_5,0,This is a beautiful clock that sits on a shelf in my entertainment center. The quality is good and I am very pleased with my purchase.
Home_and_Kitchen_5,0,This is great crock pot carrier!! It has straps to help keep lids on you crockpot. It is insulated to help keep food warm while transporting.
Home_and_Kitchen_5,0,"The knives don't work well as steak knives.  The serrated blade tears apart whatever you try to cut, rather than slicing.  Throwing them out."
Home_and_Kitchen_5,0,The stand is perfect for raising the TV enough to be able to place the Blue-Ray player underneath.  The setup looks nicely organized and neat.
Home_and_Kitchen_5,0,"These glasses have been great. They have a nice weight and the design is interesting without being flashy or gaudy. We use them for whiskey, yum."
Home_and_Kitchen_5,0,"I ordered these mini cookie cutters to outline shapes onto my larger cookies that I decorate with royal icing, and these are perfect for that task."
Home_and_Kitchen_5,0,"I love this because it does't leak AT ALL. It's easy to clean in the dishwasher, the straw pops out easily and is easy to replace."
Home_and_Kitchen_5,0,Bought these to use for my cooking oils to keep the containers cleaner for pouring and not making a mess in my cabinets and I love them!
Home_and_Kitchen_5,0,The inside liner already has mold after only a couple of months so the PEV is not as good in preventing mold from damp as it sounds
Home_and_Kitchen_5,0,"This lavender incense is a favorite of mine.  Pleasant aroma, does not smell ""burnt"" like some other incense I have tried.  I would recommend this."
Home_and_Kitchen_5,0,Doesn't slide around. Doesn't interfere with the door closing. Works great. Use it in the bathroom to hang towels. Wish they were available in a non-monochrome color.
Home_and_Kitchen_5,0,Very nice! Arrived quickly and was very simple to put together. We won't be using the smallest tier as we are having an 8 cake on top.
Home_and_Kitchen_5,0,This organizer fits very nicely into the bottom of my closet and also looks great in my bedroom and is so very functional.  I highly recommend.
Home_and_Kitchen_5,0,Being i use garlic in almost everything i order this is my favorite kitchen utensil. Makes cutting that garlic so much easier when it gets time consuming
Home_and_Kitchen_5,0,"Does slice thinly for coleslaw.  My husband loves using it for slicing.  Makes life much easier.  Easy to clean, then ready to use again."
Home_and_Kitchen_5,0,"The bed frame glide replaced the wheels attached to my bed. It was a simple process to do, pulled the wheels off and attach the bed glides."
Home_and_Kitchen_5,0,Works nicely and keeps things fresh. The lack of the 5th star is due to the way it lines up and a little flimsy. Would recommend though.
Home_and_Kitchen_5,0,Cheap parts - the screw broke when I was screwing into the stud in the wall. Overall it functions correctly but was surprised by the broken screw...
Home_and_Kitchen_5,0,Mirrors arrived in perfect condition. The beveled edge is a nice touch. Will look perfect for under my centerpieces at my wedding.
Home_and_Kitchen_5,0,"Very nice quality and its adorable! Made both snowman and Santa. It wants me to say more! Well, this is way better than those cheap flimsy ones!"
Home_and_Kitchen_5,0,Bought these when i received an ice cream maker for Christmas. Love these containers to transport my homemade ice cream to go with any dessert i bring.
Home_and_Kitchen_5,0,Easy instructions - love that they are right on the bar! I've ordered 2 now and they are simple and easy to use and look very nice.
Home_and_Kitchen_5,0,I love this cutting boards as they are sturdy and dishwasher safe.  They do not slip and slide around on the counter top.  Good purchase.
Home_and_Kitchen_5,0,"Got these for one of the bedrooms, but these are so lovely they can be used anywhere.  Fantastic quality and colors are vivid.  Highly recommended."
Home_and_Kitchen_5,0,I got this for my gf for her bday she loved it. works great. I use real candles in it and never had any issues. Looks great.
Home_and_Kitchen_5,0,Great curtains! Thick and great quality! Blocks out light and quite a bit of sound.  It's hard finding blackouts at such a long length. Very pleased.
Home_and_Kitchen_5,0,I love this set.  The solid little flipper thingy is perfect for stir fries and the fork is great for doing scrambled eggs in the skillet.
Home_and_Kitchen_5,0,I lost this product but I loved this cup so much that I plan on getting another one when I get the money. Thanks for reminding me.
Home_and_Kitchen_5,0,"Love, love, love, my bentgo lunch boxes.  I bought several to give as gifts to my grandchildren, they all use them all the time. Awesome buy."
Home_and_Kitchen_5,0,"I got these for the folding closet doors and they are a bit too wide, but we used them without the crossbar and they work very well."
Home_and_Kitchen_5,0,Purchased these to make some sharp cheddar cheese and they worked great - or so I hope. Won't know if it's sharp cheese for another few months..
Home_and_Kitchen_5,0,Love the glasses!  Great for ice tea or just water. easy to hold even for arthritic hands because of the small bottom.
Home_and_Kitchen_5,0,Talk about a game changer... this product has been outstanding!  Its the best adult version of an Easy Bake Oven!  We love Tater Tots! Cheerz!
Home_and_Kitchen_5,0,Not impossible to put together by yourself. Only scratched one place in a not very noticeable place. Get many compliments on it and has lots of storage.
Home_and_Kitchen_5,0,My son and his wife have this at their house and I tried it and loved it and had to have one for myself.
Home_and_Kitchen_5,0,They worked well outside during the holidays.  I would have preferred buying Made in America.  Didnt realize they were made in China until they arrived.
Home_and_Kitchen_5,0,"Absolutely love the quality, color and price. The cat seems to have taken to it so I bought a matching cat bed from Amazon for the kitty."
Home_and_Kitchen_5,0,"This is my second Eureka Enviro steamer.  My first one died (it was a used one).  It works really well, and I am happy with it."
Sports_and_Outdoors_5,1,"perfect have a dart board, an island with a beach towel, and a bag of fruit and a"
Sports_and_Outdoors_5,1,Gift for 30 year old woman. The only problem is that she wears her hair in a pony
Sports_and_Outdoors_5,1,Holds up great at the range. The only problem is that it's a little hard to put
Sports_and_Outdoors_5,1,"This thing works amazingly well, and has kept me cool in the cold weather for a very long time"
Sports_and_Outdoors_5,1,I've bought four of these and have been very pleased. I will keep my 2x2 and
Sports_and_Outdoors_5,1,Great product! I can do this with my cell phone. I also love that it's easier to
Sports_and_Outdoors_5,1,I like Fiebings products.  They have the wide brim which is a nice feature for
Sports_and_Outdoors_5,1,My third one-works great for keeping me warm.  I've also used this for a few
Sports_and_Outdoors_5,1,got it and ate it.  The only problem is that it's a little hard to put on
Sports_and_Outdoors_5,1,My daughter wears this for hiking and camping. It is very comfortable and fits her well.
Sports_and_Outdoors_5,1,Good quality and my son loves it.  Great value for the money!This is a pretty good
Sports_and_Outdoors_5,1,"Like it so well, I'm sure I'll be using it in a few weeks."
Sports_and_Outdoors_5,1,These are plastic fyi. Seem to be made with materials that are either not designed for the
Sports_and_Outdoors_5,1,Part of therapy but rack is a little wide and tight for a rack that is a little larger.
Sports_and_Outdoors_5,1,These are a must for anyone who wants to carry a flashlight in a concealed bag.
Sports_and_Outdoors_5,1,Great Tool to add to your EDC. Easy to use and make a difference.
Sports_and_Outdoors_5,1,Had all of the necessary adjustments. The only problem is that it's a little hard to put the
Sports_and_Outdoors_5,1,"perfect size for survival kit, and an easy to carry. I will be purchasing a couple more of"
Sports_and_Outdoors_5,1,"great flashlight really liked boughted down a bit.  Not too much to say, I'm"
Sports_and_Outdoors_5,1,Hard to tighten and blue plastic. The only problem is that it's not really a mesh one.
Sports_and_Outdoors_5,1,"Yummy, I bought extra chicken and steak and they taste just like it.Nice bag for the"
Sports_and_Outdoors_5,1,"Good light for night sporting, hiking or camping.  Easy to adjust and turn up the volume and"
Sports_and_Outdoors_5,1,This item was a gift--hence the name--to my son for Christmas.
Sports_and_Outdoors_5,1,Nice fit does what it's supposed to and the materials are good.  I have a large one
Sports_and_Outdoors_5,1,"works really well, easy to use and easy to clean. I will definitely recommend this product to anyone"
Sports_and_Outdoors_5,1,Nice socks but very expensive.  The quality is good but the construction is not the best. 
Sports_and_Outdoors_5,1,Love these...no hassle.  Pick up a couple of them and take them back to your car
Sports_and_Outdoors_5,1,"fine for the money.  Not an easy case to put on a bike, but I'm pretty"
Sports_and_Outdoors_5,1,I have several of these and have been using them for a while.  They are strong and durable
Sports_and_Outdoors_5,1,Quality product. Accurate description with clear picture and shipping. Very good quality.
Sports_and_Outdoors_5,1,"It is a nice football, but the wide knee pads are a little too wide for my knees."
Sports_and_Outdoors_5,1,great gift. hollow inside. about $200.00 worth.works great.Nice bag for the
Sports_and_Outdoors_5,1,"short snake, not what I wanted. The only reason I gave it 4 stars is because I'm"
Sports_and_Outdoors_5,1,Very secure holster. extremely fast draw. Very comfortable. Highly recommend it.
Sports_and_Outdoors_5,1,"Nice case I Springfield Armory holds an AR with a 15"" barrel.  The dimensions are just right"
Sports_and_Outdoors_5,1,This is a really superb tool. The only problem is that it comes with a small screwdriver.
Sports_and_Outdoors_5,1,Great compromise of flexibility and convenience. The only problem is that it's a little hard to put on
Sports_and_Outdoors_5,1,Good value despite long shipping time. The only problem is that it comes with a small screw driver.
Sports_and_Outdoors_5,1,One little topple sideways and it broke the pieces off. I will keep this for the next one.
Sports_and_Outdoors_5,1,My husband loves these shoes. They have the wide toe pads that are nice for wearing in the summer
Sports_and_Outdoors_5,1,Bought these as gifts. They are a little too long and too thin. These have a nice
Sports_and_Outdoors_5,1,"Great deal on this item,always happy with the quality and quality of the product!This is a"
Sports_and_Outdoors_5,1,"my English is very limited, and it's an inch in diameter.  If you're looking for"
Sports_and_Outdoors_5,1,"So far, so good. it looks good and the materials are good.  I have a large"
Sports_and_Outdoors_5,1,product arrived immediately in good condition. The only problem is that it comes with a small screw that is
Sports_and_Outdoors_5,1,Working so far.  If you have the time and money I will buy this for you. 
Sports_and_Outdoors_5,1,Great light!!!  Very bright and has the ability to brighten up your night vision.
Sports_and_Outdoors_5,1,"they work as they should, and it's a very comfortable fit.  I have a large one"
Sports_and_Outdoors_5,1,"Never give your camelback to a friend, let them ride for a while, just in case."
Sports_and_Outdoors_5,1,"Very nice, proper fit, optics are a little wide, but I will keep my pistols in the"
Sports_and_Outdoors_5,1,Great reception. Easy to tune and set up. Great value for the money.This is a great
Sports_and_Outdoors_5,1,Easy to use and great for an emergency.  I've also used this for a few hours.
Sports_and_Outdoors_5,1,"Outstanding knife, shaving sharp right out of the box. Very good quality."
Sports_and_Outdoors_5,1,"Exactly what I needed, soft and stretchy. Not too tight or too loose."
Sports_and_Outdoors_5,1,small and durable. bought it for my husband and we love it.  He loves the way he
Sports_and_Outdoors_5,1,Nice quality. Can't go wrong. I love the materials. I will buy more.
Sports_and_Outdoors_5,1,Great product - exceeded expectations.  I love the materials and fit.  I have a large head
Sports_and_Outdoors_5,1,excellent way to make being a little more comfortable.  I will keep this bag in my car
Sports_and_Outdoors_5,1,Little thick but love how it has the wide mouth. I will keep this for the next one.
Sports_and_Outdoors_5,1,I used it for camping and it kept me dry. I also used it for the first time to
Sports_and_Outdoors_5,1,It is a great bag.  I love the long legs for its flexibility and the compact size.
Sports_and_Outdoors_5,1,Bought this as a gift for my husband. He loves it.  He loves the way he
Sports_and_Outdoors_5,1,One of the thicker/heavier fabrics that I wear are very comfortable.
Sports_and_Outdoors_5,1,Use it for airsoft. Works great. The only problem is that it comes with a small screw
Sports_and_Outdoors_5,1,"Perfect adapter when needing to use it, as long as you keep your hands completely closed."
Sports_and_Outdoors_5,1,Too plasticy. no fabric feel. Like a real plastic. Wife loved it.
Sports_and_Outdoors_5,1,Awesome tool. Qulaity at its finest. The only problem is that it comes with a small
Sports_and_Outdoors_5,1,I wasn't a big fan of the Taurus logo. I saw a lot of people using the
Sports_and_Outdoors_5,1,"Big, sturdy bag, note that it has a wide opening for two full sized bags, the top"
Sports_and_Outdoors_5,1,Item came as described. I had an issue with the instructions not explaining how to use the levers and
Sports_and_Outdoors_5,1,Love the pattern. Wear it on the go. Very good quality. Nice bag.
Sports_and_Outdoors_5,1,Not good. Short. Not a good quality product. My husband likes it.
Sports_and_Outdoors_5,1,Sturdy and colorful. Arrived quickly. We will be using it in the field.
Sports_and_Outdoors_5,1,work fine look good and looks good too.  I've also used this for a few hours and
Sports_and_Outdoors_5,1,Balls are as expected and are a nice quality.  I will keep my bag in the house
Sports_and_Outdoors_5,1,I got what I expected.  I love the feel of this gun.  The gun is pretty
Sports_and_Outdoors_5,1,"Better than others in this price range, the materials are good and sturdy, and the handle is sturdy"
Sports_and_Outdoors_5,1,Quite a bit tighter than some of the other materials. I will keep this in the car and use
Sports_and_Outdoors_5,1,Good bar at a good price. The only problem is that it comes with a small screw driver.
Sports_and_Outdoors_5,1,Works fine but smaller fit better than the wide knee pads I have.Nice bag for the money.
Sports_and_Outdoors_5,1,Comfortable fabric. Don't know if it will be as long as I thought.
